Format,2.0A,
-2.973200e-04,0.026000,
-2.973000e-04,0.026000,
-2.972800e-04,0.026000,
-2.972600e-04,0.026000,
-2.972400e-04,0.026000,
-2.972200e-04,0.026000,
-2.972000e-04,0.026000,
-2.971800e-04,0.026000,
-2.971600e-04,0.026000,
-2.971400e-04,0.026000,
-2.971200e-04,0.026000,
-2.971000e-04,0.026000,
-2.970800e-04,0.026000,
-2.970600e-04,0.026000,
-2.970400e-04,0.026000,
-2.970200e-04,0.026000,
-2.970000e-04,0.026000,
-2.969800e-04,0.026000,
-2.969600e-04,0.026000,
-2.969400e-04,0.026000,
-2.969200e-04,0.026000,
-2.969000e-04,0.026000,
-2.968800e-04,0.026000,
-2.968600e-04,0.026000,
-2.968400e-04,0.026000,
-2.968200e-04,0.026000,
-2.968000e-04,0.026000,
-2.967800e-04,0.026000,
-2.967600e-04,0.026000,
-2.967400e-04,0.026000,
-2.967200e-04,0.026000,
-2.967000e-04,0.026000,
-2.966800e-04,0.026000,
-2.966600e-04,0.026000,
-2.966400e-04,0.026000,
-2.966200e-04,0.026000,
-2.966000e-04,0.026000,
-2.965800e-04,0.026000,
-2.965600e-04,0.026000,
-2.965400e-04,0.026000,
-2.965200e-04,0.026000,
-2.965000e-04,0.026000,
-2.964800e-04,0.026000,
-2.964600e-04,0.026000,
-2.964400e-04,0.026000,
-2.964200e-04,0.026000,
-2.964000e-04,0.026000,
-2.963800e-04,0.026000,
-2.963600e-04,0.026000,
-2.963400e-04,0.026000,
-2.963200e-04,0.026000,
-2.963000e-04,0.026000,
-2.962800e-04,0.026000,
-2.962600e-04,0.026000,
-2.962400e-04,0.026000,
-2.962200e-04,0.026000,
-2.962000e-04,0.026000,
-2.961800e-04,0.026000,
-2.961600e-04,0.026000,
-2.961400e-04,0.026000,
-2.961200e-04,0.026000,
-2.961000e-04,0.026000,
-2.960800e-04,0.026000,
-2.960600e-04,0.026000,
-2.960400e-04,0.026000,
-2.960200e-04,0.026000,
-2.960000e-04,0.026000,
-2.959800e-04,0.026000,
-2.959600e-04,0.026000,
-2.959400e-04,0.026000,
-2.959200e-04,0.026000,
-2.959000e-04,0.026000,
-2.958800e-04,0.026000,
-2.958600e-04,0.026000,
-2.958400e-04,0.026000,
-2.958200e-04,0.026000,
-2.958000e-04,0.026000,
-2.957800e-04,0.026000,
-2.957600e-04,0.026000,
-2.957400e-04,0.026000,
-2.957200e-04,0.026000,
-2.957000e-04,0.026000,
-2.956800e-04,0.026000,
-2.956600e-04,0.026000,
-2.956400e-04,0.026000,
-2.956200e-04,0.026000,
-2.956000e-04,0.026000,
-2.955800e-04,0.026000,
-2.955600e-04,0.026000,
-2.955400e-04,0.026000,
-2.955200e-04,0.026000,
-2.955000e-04,0.026000,
-2.954800e-04,0.026000,
-2.954600e-04,0.026000,
-2.954400e-04,0.026000,
-2.954200e-04,0.026000,
-2.954000e-04,0.026000,
-2.953800e-04,0.026000,
-2.953600e-04,0.026000,
-2.953400e-04,0.026000,
-2.953200e-04,0.026000,
-2.953000e-04,0.026000,
-2.952800e-04,0.026000,
-2.952600e-04,0.026000,
-2.952400e-04,0.026000,
-2.952200e-04,0.026000,
-2.952000e-04,0.026000,
-2.951800e-04,0.026000,
-2.951600e-04,0.026000,
-2.951400e-04,0.026000,
-2.951200e-04,0.026000,
-2.951000e-04,0.026000,
-2.950800e-04,0.026000,
-2.950600e-04,0.026000,
-2.950400e-04,0.026000,
-2.950200e-04,0.026000,
-2.950000e-04,0.026000,
-2.949800e-04,0.026000,
-2.949600e-04,0.026000,
-2.949400e-04,0.026000,
-2.949200e-04,0.026000,
-2.949000e-04,0.026000,
-2.948800e-04,0.026000,
-2.948600e-04,0.026000,
-2.948400e-04,0.026000,
-2.948200e-04,0.026000,
-2.948000e-04,0.026000,
-2.947800e-04,0.026000,
-2.947600e-04,0.026000,
-2.947400e-04,0.026000,
-2.947200e-04,0.026000,
-2.947000e-04,0.026000,
-2.946800e-04,0.026000,
-2.946600e-04,0.026000,
-2.946400e-04,0.026000,
-2.946200e-04,0.026000,
-2.946000e-04,0.026000,
-2.945800e-04,0.026000,
-2.945600e-04,0.026000,
-2.945400e-04,0.026000,
-2.945200e-04,0.026000,
-2.945000e-04,0.026000,
-2.944800e-04,0.026000,
-2.944600e-04,0.026000,
-2.944400e-04,0.026000,
-2.944200e-04,0.026000,
-2.944000e-04,0.026000,
-2.943800e-04,0.026000,
-2.943600e-04,0.026000,
-2.943400e-04,0.026000,
-2.943200e-04,0.026000,
-2.943000e-04,0.026000,
-2.942800e-04,0.026000,
-2.942600e-04,0.026000,
-2.942400e-04,0.026000,
-2.942200e-04,0.026000,
-2.942000e-04,0.026000,
-2.941800e-04,0.026000,
-2.941600e-04,0.026000,
-2.941400e-04,0.026000,
-2.941200e-04,0.026000,
-2.941000e-04,0.026000,
-2.940800e-04,0.026000,
-2.940600e-04,0.026000,
-2.940400e-04,0.026000,
-2.940200e-04,0.026000,
-2.940000e-04,0.026000,
-2.939800e-04,0.026000,
-2.939600e-04,0.026000,
-2.939400e-04,0.026000,
-2.939200e-04,0.026000,
-2.939000e-04,0.026000,
-2.938800e-04,0.026000,
-2.938600e-04,0.026000,
-2.938400e-04,0.026000,
-2.938200e-04,0.026000,
-2.938000e-04,0.026000,
-2.937800e-04,0.026000,
-2.937600e-04,0.026000,
-2.937400e-04,0.026000,
-2.937200e-04,0.026000,
-2.937000e-04,0.026000,
-2.936800e-04,0.026000,
-2.936600e-04,0.026000,
-2.936400e-04,0.026000,
-2.936200e-04,0.026000,
-2.936000e-04,0.026000,
-2.935800e-04,0.026000,
-2.935600e-04,0.026000,
-2.935400e-04,0.026000,
-2.935200e-04,0.026000,
-2.935000e-04,0.026000,
-2.934800e-04,0.026000,
-2.934600e-04,0.026000,
-2.934400e-04,0.026000,
-2.934200e-04,0.026000,
-2.934000e-04,0.026000,
-2.933800e-04,0.026000,
-2.933600e-04,0.026000,
-2.933400e-04,0.026000,
-2.933200e-04,0.026000,
-2.933000e-04,0.026000,
-2.932800e-04,0.026000,
-2.932600e-04,0.026000,
-2.932400e-04,0.026000,
-2.932200e-04,0.026000,
-2.932000e-04,0.026000,
-2.931800e-04,0.026000,
-2.931600e-04,0.026000,
-2.931400e-04,0.026000,
-2.931200e-04,0.026000,
-2.931000e-04,0.026000,
-2.930800e-04,0.026000,
-2.930600e-04,0.026000,
-2.930400e-04,0.026000,
-2.930200e-04,0.026000,
-2.930000e-04,0.026000,
-2.929800e-04,0.026000,
-2.929600e-04,0.026000,
-2.929400e-04,0.026000,
-2.929200e-04,0.026000,
-2.929000e-04,0.026000,
-2.928800e-04,0.026000,
-2.928600e-04,0.026000,
-2.928400e-04,0.026000,
-2.928200e-04,0.026000,
-2.928000e-04,0.026000,
-2.927800e-04,0.026000,
-2.927600e-04,0.026000,
-2.927400e-04,0.026000,
-2.927200e-04,0.026000,
-2.927000e-04,0.026000,
-2.926800e-04,0.026000,
-2.926600e-04,0.026000,
-2.926400e-04,0.026000,
-2.926200e-04,0.026000,
-2.926000e-04,0.026000,
-2.925800e-04,0.026000,
-2.925600e-04,0.026000,
-2.925400e-04,0.026000,
-2.925200e-04,0.026000,
-2.925000e-04,0.026000,
-2.924800e-04,0.026000,
-2.924600e-04,0.026000,
-2.924400e-04,0.026000,
-2.924200e-04,0.026000,
-2.924000e-04,0.026000,
-2.923800e-04,0.026000,
-2.923600e-04,0.026000,
-2.923400e-04,0.026000,
-2.923200e-04,0.026000,
-2.923000e-04,0.026000,
-2.922800e-04,0.026000,
-2.922600e-04,0.026000,
-2.922400e-04,0.026000,
-2.922200e-04,0.026000,
-2.922000e-04,0.026000,
-2.921800e-04,0.026000,
-2.921600e-04,0.026000,
-2.921400e-04,0.026000,
-2.921200e-04,0.026000,
-2.921000e-04,0.026000,
-2.920800e-04,0.026000,
-2.920600e-04,0.026000,
-2.920400e-04,0.026000,
-2.920200e-04,0.026000,
-2.920000e-04,0.026000,
-2.919800e-04,0.026000,
-2.919600e-04,0.026000,
-2.919400e-04,0.026000,
-2.919200e-04,0.026000,
-2.919000e-04,0.026000,
-2.918800e-04,0.026000,
-2.918600e-04,0.026000,
-2.918400e-04,0.026000,
-2.918200e-04,0.026000,
-2.918000e-04,0.026000,
-2.917800e-04,0.026000,
-2.917600e-04,0.026000,
-2.917400e-04,0.026000,
-2.917200e-04,0.026000,
-2.917000e-04,0.026000,
-2.916800e-04,0.026000,
-2.916600e-04,0.026000,
-2.916400e-04,0.026000,
-2.916200e-04,0.026000,
-2.916000e-04,0.026000,
-2.915800e-04,0.026000,
-2.915600e-04,0.026000,
-2.915400e-04,0.026000,
-2.915200e-04,0.026000,
-2.915000e-04,0.026000,
-2.914800e-04,0.026000,
-2.914600e-04,0.026000,
-2.914400e-04,0.026000,
-2.914200e-04,0.026000,
-2.914000e-04,0.026000,
-2.913800e-04,0.026000,
-2.913600e-04,0.026000,
-2.913400e-04,0.026000,
-2.913200e-04,0.026000,
-2.913000e-04,0.026000,
-2.912800e-04,0.026000,
-2.912600e-04,0.026000,
-2.912400e-04,0.026000,
-2.912200e-04,0.026000,
-2.912000e-04,0.026000,
-2.911800e-04,0.026000,
-2.911600e-04,0.026000,
-2.911400e-04,0.026000,
-2.911200e-04,0.026000,
-2.911000e-04,0.026000,
-2.910800e-04,0.026000,
-2.910600e-04,0.026000,
-2.910400e-04,0.026000,
-2.910200e-04,0.026000,
-2.910000e-04,0.026000,
-2.909800e-04,0.026000,
-2.909600e-04,0.026000,
-2.909400e-04,0.026000,
-2.909200e-04,0.026000,
-2.909000e-04,0.026000,
-2.908800e-04,0.026000,
-2.908600e-04,0.026000,
-2.908400e-04,0.026000,
-2.908200e-04,0.026000,
-2.908000e-04,0.026000,
-2.907800e-04,0.026000,
-2.907600e-04,0.026000,
-2.907400e-04,0.026000,
-2.907200e-04,0.026000,
-2.907000e-04,0.026000,
-2.906800e-04,0.026000,
-2.906600e-04,0.026000,
-2.906400e-04,0.026000,
-2.906200e-04,0.026000,
-2.906000e-04,0.026000,
-2.905800e-04,0.026000,
-2.905600e-04,0.026000,
-2.905400e-04,0.026000,
-2.905200e-04,0.026000,
-2.905000e-04,0.026000,
-2.904800e-04,0.026000,
-2.904600e-04,0.026000,
-2.904400e-04,0.026000,
-2.904200e-04,0.026000,
-2.904000e-04,0.026000,
-2.903800e-04,0.026000,
-2.903600e-04,0.026000,
-2.903400e-04,0.026000,
-2.903200e-04,0.026000,
-2.903000e-04,0.026000,
-2.902800e-04,0.026000,
-2.902600e-04,0.026000,
-2.902400e-04,0.026000,
-2.902200e-04,0.026000,
-2.902000e-04,0.026000,
-2.901800e-04,0.026000,
-2.901600e-04,0.026000,
-2.901400e-04,0.026000,
-2.901200e-04,0.026000,
-2.901000e-04,0.026000,
-2.900800e-04,0.026000,
-2.900600e-04,0.026000,
-2.900400e-04,0.026000,
-2.900200e-04,0.026000,
-2.900000e-04,0.026000,
-2.899800e-04,0.026000,
-2.899600e-04,0.026000,
-2.899400e-04,0.026000,
-2.899200e-04,0.026000,
-2.899000e-04,0.026000,
-2.898800e-04,0.026000,
-2.898600e-04,0.026000,
-2.898400e-04,0.026000,
-2.898200e-04,0.026000,
-2.898000e-04,0.026000,
-2.897800e-04,0.026000,
-2.897600e-04,0.026000,
-2.897400e-04,0.026000,
-2.897200e-04,0.026000,
-2.897000e-04,0.026000,
-2.896800e-04,0.026000,
-2.896600e-04,0.026000,
-2.896400e-04,0.026000,
-2.896200e-04,0.026000,
-2.896000e-04,0.026000,
-2.895800e-04,0.026000,
-2.895600e-04,0.026000,
-2.895400e-04,0.026000,
-2.895200e-04,0.026000,
-2.895000e-04,0.026000,
-2.894800e-04,0.026000,
-2.894600e-04,0.026000,
-2.894400e-04,0.026000,
-2.894200e-04,0.026000,
-2.894000e-04,0.026000,
-2.893800e-04,0.026000,
-2.893600e-04,0.026000,
-2.893400e-04,0.026000,
-2.893200e-04,0.026000,
-2.893000e-04,0.026000,
-2.892800e-04,0.026000,
-2.892600e-04,0.026000,
-2.892400e-04,0.026000,
-2.892200e-04,0.026000,
-2.892000e-04,0.026000,
-2.891800e-04,0.026000,
-2.891600e-04,0.026000,
-2.891400e-04,0.026000,
-2.891200e-04,0.026000,
-2.891000e-04,0.026000,
-2.890800e-04,0.026000,
-2.890600e-04,0.026000,
-2.890400e-04,0.026000,
-2.890200e-04,0.026000,
-2.890000e-04,0.026000,
-2.889800e-04,0.026000,
-2.889600e-04,0.026000,
-2.889400e-04,0.026000,
-2.889200e-04,0.026000,
-2.889000e-04,0.026000,
-2.888800e-04,0.026000,
-2.888600e-04,0.026000,
-2.888400e-04,0.026000,
-2.888200e-04,0.026000,
-2.888000e-04,0.026000,
-2.887800e-04,0.026000,
-2.887600e-04,0.026000,
-2.887400e-04,0.026000,
-2.887200e-04,0.026000,
-2.887000e-04,0.026000,
-2.886800e-04,0.026000,
-2.886600e-04,0.026000,
-2.886400e-04,0.026000,
-2.886200e-04,0.026000,
-2.886000e-04,0.026000,
-2.885800e-04,0.026000,
-2.885600e-04,0.026000,
-2.885400e-04,0.026000,
-2.885200e-04,0.026000,
-2.885000e-04,0.026000,
-2.884800e-04,0.026000,
-2.884600e-04,0.026000,
-2.884400e-04,0.026000,
-2.884200e-04,0.026000,
-2.884000e-04,0.026000,
-2.883800e-04,0.026000,
-2.883600e-04,0.026000,
-2.883400e-04,0.026000,
-2.883200e-04,0.026000,
-2.883000e-04,0.026000,
-2.882800e-04,0.026000,
-2.882600e-04,0.026000,
-2.882400e-04,0.026000,
-2.882200e-04,0.026000,
-2.882000e-04,0.026000,
-2.881800e-04,0.026000,
-2.881600e-04,0.026000,
-2.881400e-04,0.026000,
-2.881200e-04,0.026000,
-2.881000e-04,0.026000,
-2.880800e-04,0.026000,
-2.880600e-04,0.026000,
-2.880400e-04,0.026000,
-2.880200e-04,0.026000,
-2.880000e-04,0.026000,
-2.879800e-04,0.026000,
-2.879600e-04,0.026000,
-2.879400e-04,0.026000,
-2.879200e-04,0.026000,
-2.879000e-04,0.026000,
-2.878800e-04,0.026000,
-2.878600e-04,0.026000,
-2.878400e-04,0.026000,
-2.878200e-04,0.026000,
-2.878000e-04,0.026000,
-2.877800e-04,0.026000,
-2.877600e-04,0.026000,
-2.877400e-04,0.026000,
-2.877200e-04,0.026000,
-2.877000e-04,0.026000,
-2.876800e-04,0.026000,
-2.876600e-04,0.026000,
-2.876400e-04,0.026000,
-2.876200e-04,0.026000,
-2.876000e-04,0.026000,
-2.875800e-04,0.026000,
-2.875600e-04,0.026000,
-2.875400e-04,0.026000,
-2.875200e-04,0.026000,
-2.875000e-04,0.026000,
-2.874800e-04,0.026000,
-2.874600e-04,0.026000,
-2.874400e-04,0.026000,
-2.874200e-04,0.026000,
-2.874000e-04,0.026000,
-2.873800e-04,0.026000,
-2.873600e-04,0.026000,
-2.873400e-04,0.026000,
-2.873200e-04,0.026000,
-2.873000e-04,0.026000,
-2.872800e-04,0.026000,
-2.872600e-04,0.026000,
-2.872400e-04,0.026000,
-2.872200e-04,0.026000,
-2.872000e-04,0.026000,
-2.871800e-04,0.026000,
-2.871600e-04,0.026000,
-2.871400e-04,0.026000,
-2.871200e-04,0.026000,
-2.871000e-04,0.026000,
-2.870800e-04,0.026000,
-2.870600e-04,0.026000,
-2.870400e-04,0.026000,
-2.870200e-04,0.026000,
-2.870000e-04,0.026000,
-2.869800e-04,0.026000,
-2.869600e-04,0.026000,
-2.869400e-04,0.026000,
-2.869200e-04,0.026000,
-2.869000e-04,0.026000,
-2.868800e-04,0.026000,
-2.868600e-04,0.026000,
-2.868400e-04,0.026000,
-2.868200e-04,0.026000,
-2.868000e-04,0.026000,
-2.867800e-04,0.026000,
-2.867600e-04,0.026000,
-2.867400e-04,0.026000,
-2.867200e-04,0.026000,
-2.867000e-04,0.026000,
-2.866800e-04,0.026000,
-2.866600e-04,0.026000,
-2.866400e-04,0.026000,
-2.866200e-04,0.026000,
-2.866000e-04,0.026000,
-2.865800e-04,0.026000,
-2.865600e-04,0.026000,
-2.865400e-04,0.026000,
-2.865200e-04,0.026000,
-2.865000e-04,0.026000,
-2.864800e-04,0.026000,
-2.864600e-04,0.026000,
-2.864400e-04,0.026000,
-2.864200e-04,0.026000,
-2.864000e-04,0.026000,
-2.863800e-04,0.026000,
-2.863600e-04,0.026000,
-2.863400e-04,0.026000,
-2.863200e-04,0.026000,
-2.863000e-04,0.026000,
-2.862800e-04,0.026000,
-2.862600e-04,0.026000,
-2.862400e-04,0.026000,
-2.862200e-04,0.026000,
-2.862000e-04,0.026000,
-2.861800e-04,0.026000,
-2.861600e-04,0.026000,
-2.861400e-04,0.026000,
-2.861200e-04,0.026000,
-2.861000e-04,0.026000,
-2.860800e-04,0.026000,
-2.860600e-04,0.026000,
-2.860400e-04,0.026000,
-2.860200e-04,0.026000,
-2.860000e-04,0.026000,
-2.859800e-04,0.026000,
-2.859600e-04,0.026000,
-2.859400e-04,0.026000,
-2.859200e-04,0.026000,
-2.859000e-04,0.026000,
-2.858800e-04,0.026000,
-2.858600e-04,0.026000,
-2.858400e-04,0.026000,
-2.858200e-04,0.026000,
-2.858000e-04,0.026000,
-2.857800e-04,0.026000,
-2.857600e-04,0.026000,
-2.857400e-04,0.026000,
-2.857200e-04,0.026000,
-2.857000e-04,0.026000,
-2.856800e-04,0.026000,
-2.856600e-04,0.026000,
-2.856400e-04,0.026000,
-2.856200e-04,0.026000,
-2.856000e-04,0.026000,
-2.855800e-04,0.026000,
-2.855600e-04,0.026000,
-2.855400e-04,0.026000,
-2.855200e-04,0.026000,
-2.855000e-04,0.026000,
-2.854800e-04,0.026000,
-2.854600e-04,0.026000,
-2.854400e-04,0.026000,
-2.854200e-04,0.026000,
-2.854000e-04,0.026000,
-2.853800e-04,0.026000,
-2.853600e-04,0.026000,
-2.853400e-04,0.026000,
-2.853200e-04,0.026000,
-2.853000e-04,0.026000,
-2.852800e-04,0.026000,
-2.852600e-04,0.026000,
-2.852400e-04,0.026000,
-2.852200e-04,0.026000,
-2.852000e-04,0.026000,
-2.851800e-04,0.026000,
-2.851600e-04,0.026000,
-2.851400e-04,0.026000,
-2.851200e-04,0.026000,
-2.851000e-04,0.026000,
-2.850800e-04,0.026000,
-2.850600e-04,0.026000,
-2.850400e-04,0.026000,
-2.850200e-04,0.026000,
-2.850000e-04,0.026000,
-2.849800e-04,0.026000,
-2.849600e-04,0.026000,
-2.849400e-04,0.026000,
-2.849200e-04,0.026000,
-2.849000e-04,0.026000,
-2.848800e-04,0.026000,
-2.848600e-04,0.026000,
-2.848400e-04,0.026000,
-2.848200e-04,0.026000,
-2.848000e-04,0.026000,
-2.847800e-04,0.026000,
-2.847600e-04,0.026000,
-2.847400e-04,0.026000,
-2.847200e-04,0.026000,
-2.847000e-04,0.026000,
-2.846800e-04,0.026000,
-2.846600e-04,0.026000,
-2.846400e-04,0.026000,
-2.846200e-04,0.026000,
-2.846000e-04,0.026000,
-2.845800e-04,0.026000,
-2.845600e-04,0.026000,
-2.845400e-04,0.026000,
-2.845200e-04,0.026000,
-2.845000e-04,0.026000,
-2.844800e-04,0.026000,
-2.844600e-04,0.026000,
-2.844400e-04,0.026000,
-2.844200e-04,0.026000,
-2.844000e-04,0.026000,
-2.843800e-04,0.026000,
-2.843600e-04,0.026000,
-2.843400e-04,0.026000,
-2.843200e-04,0.026000,
-2.843000e-04,0.026000,
-2.842800e-04,0.026000,
-2.842600e-04,0.026000,
-2.842400e-04,0.026000,
-2.842200e-04,0.026000,
-2.842000e-04,0.026000,
-2.841800e-04,0.026000,
-2.841600e-04,0.026000,
-2.841400e-04,0.026000,
-2.841200e-04,0.026000,
-2.841000e-04,0.026000,
-2.840800e-04,0.026000,
-2.840600e-04,0.026000,
-2.840400e-04,0.026000,
-2.840200e-04,0.026000,
-2.840000e-04,0.026000,
-2.839800e-04,0.026000,
-2.839600e-04,0.026000,
-2.839400e-04,0.026000,
-2.839200e-04,0.026000,
-2.839000e-04,0.026000,
-2.838800e-04,0.026000,
-2.838600e-04,0.026000,
-2.838400e-04,0.026000,
-2.838200e-04,0.026000,
-2.838000e-04,0.026000,
-2.837800e-04,0.026000,
-2.837600e-04,0.026000,
-2.837400e-04,0.026000,
-2.837200e-04,0.026000,
-2.837000e-04,0.026000,
-2.836800e-04,0.026000,
-2.836600e-04,0.026000,
-2.836400e-04,0.026000,
-2.836200e-04,0.026000,
-2.836000e-04,0.026000,
-2.835800e-04,0.026000,
-2.835600e-04,0.026000,
-2.835400e-04,0.026000,
-2.835200e-04,0.026000,
-2.835000e-04,0.026000,
-2.834800e-04,0.026000,
-2.834600e-04,0.026000,
-2.834400e-04,0.026000,
-2.834200e-04,0.026000,
-2.834000e-04,0.026000,
-2.833800e-04,0.026000,
-2.833600e-04,0.026000,
-2.833400e-04,0.026000,
-2.833200e-04,0.026000,
-2.833000e-04,0.026000,
-2.832800e-04,0.026000,
-2.832600e-04,0.026000,
-2.832400e-04,0.026000,
-2.832200e-04,0.026000,
-2.832000e-04,0.026000,
-2.831800e-04,0.026000,
-2.831600e-04,0.026000,
-2.831400e-04,0.026000,
-2.831200e-04,0.026000,
-2.831000e-04,0.026000,
-2.830800e-04,0.026000,
-2.830600e-04,0.026000,
-2.830400e-04,0.026000,
-2.830200e-04,0.026000,
-2.830000e-04,0.026000,
-2.829800e-04,0.026000,
-2.829600e-04,0.026000,
-2.829400e-04,0.026000,
-2.829200e-04,0.026000,
-2.829000e-04,0.026000,
-2.828800e-04,0.026000,
-2.828600e-04,0.026000,
-2.828400e-04,0.026000,
-2.828200e-04,0.026000,
-2.828000e-04,0.026000,
-2.827800e-04,0.026000,
-2.827600e-04,0.026000,
-2.827400e-04,0.026000,
-2.827200e-04,0.026000,
-2.827000e-04,0.026000,
-2.826800e-04,0.026000,
-2.826600e-04,0.026000,
-2.826400e-04,0.026000,
-2.826200e-04,0.026000,
-2.826000e-04,0.026000,
-2.825800e-04,0.026000,
-2.825600e-04,0.026000,
-2.825400e-04,0.026000,
-2.825200e-04,0.026000,
-2.825000e-04,0.026000,
-2.824800e-04,0.026000,
-2.824600e-04,0.026000,
-2.824400e-04,0.026000,
-2.824200e-04,0.026000,
-2.824000e-04,0.026000,
-2.823800e-04,0.026000,
-2.823600e-04,0.026000,
-2.823400e-04,0.026000,
-2.823200e-04,0.026000,
-2.823000e-04,0.026000,
-2.822800e-04,0.026000,
-2.822600e-04,0.026000,
-2.822400e-04,0.026000,
-2.822200e-04,0.026000,
-2.822000e-04,0.026000,
-2.821800e-04,0.026000,
-2.821600e-04,0.026000,
-2.821400e-04,0.026000,
-2.821200e-04,0.026000,
-2.821000e-04,0.026000,
-2.820800e-04,0.026000,
-2.820600e-04,0.026000,
-2.820400e-04,0.026000,
-2.820200e-04,0.026000,
-2.820000e-04,0.026000,
-2.819800e-04,0.026000,
-2.819600e-04,0.026000,
-2.819400e-04,0.026000,
-2.819200e-04,0.026000,
-2.819000e-04,0.026000,
-2.818800e-04,0.026000,
-2.818600e-04,0.026000,
-2.818400e-04,0.026000,
-2.818200e-04,0.026000,
-2.818000e-04,0.026000,
-2.817800e-04,0.026000,
-2.817600e-04,0.026000,
-2.817400e-04,0.026000,
-2.817200e-04,0.026000,
-2.817000e-04,0.026000,
-2.816800e-04,0.026000,
