Format,2.0A,
Memory Length,5000,Memory Length,5000,
Trigger Level,800mV,Trigger Level,800mV,
Source,CH1,Source,CH2,
Label,ENAA,Label, ,
Probe Ratio,1.000E+00,Probe Ratio,1.000E+00,
Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+00,Vertical Scale,1.000E+01,
Vertical Position,-5.600E-01,Vertical Position,-1.560E+01,
Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,5.000E-03,Horizontal Scale,5.000E-03,
Horizontal Position,0.000E+00,Horizontal Position,0.000E+00,
Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,1.000E-05,Sampling Period,1.000E-05,
Firmware,V1.13,Firmware,V1.13,
Time,07-Dec-23 00:25:06,Time,07-Dec-23 00:25:06,
Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,
-2.500000e-02,4.400000,-2.500000e-02,-15.200000,
-2.499000e-02,4.400000,-2.499000e-02,-15.200000,
-2.498000e-02,4.400000,-2.498000e-02,-15.200000,
-2.497000e-02,4.400000,-2.497000e-02,-15.200000,
-2.496000e-02,4.400000,-2.496000e-02,-15.200000,
-2.495000e-02,4.400000,-2.495000e-02,-15.200000,
-2.494000e-02,4.400000,-2.494000e-02,-15.200000,
-2.493000e-02,4.400000,-2.493000e-02,-15.200000,
-2.492000e-02,4.400000,-2.492000e-02,-15.200000,
-2.491000e-02,4.400000,-2.491000e-02,-15.200000,
-2.490000e-02,4.400000,-2.490000e-02,-15.200000,
-2.489000e-02,4.400000,-2.489000e-02,-15.200000,
-2.488000e-02,4.400000,-2.488000e-02,-15.200000,
-2.487000e-02,4.400000,-2.487000e-02,-15.200000,
-2.486000e-02,4.400000,-2.486000e-02,-15.200000,
-2.485000e-02,4.400000,-2.485000e-02,-15.200000,
-2.484000e-02,4.400000,-2.484000e-02,-15.200000,
-2.483000e-02,4.400000,-2.483000e-02,-15.200000,
-2.482000e-02,4.400000,-2.482000e-02,-15.200000,
-2.481000e-02,4.400000,-2.481000e-02,-15.200000,
-2.480000e-02,4.400000,-2.480000e-02,-15.200000,
-2.479000e-02,4.400000,-2.479000e-02,-15.200000,
-2.478000e-02,4.400000,-2.478000e-02,-15.200000,
-2.477000e-02,4.400000,-2.477000e-02,-15.200000,
-2.476000e-02,4.400000,-2.476000e-02,-15.200000,
-2.475000e-02,4.400000,-2.475000e-02,-15.200000,
-2.474000e-02,4.400000,-2.474000e-02,-15.200000,
-2.473000e-02,4.400000,-2.473000e-02,-15.200000,
-2.472000e-02,4.400000,-2.472000e-02,-15.200000,
-2.471000e-02,4.400000,-2.471000e-02,-15.200000,
-2.470000e-02,4.400000,-2.470000e-02,-15.200000,
-2.469000e-02,4.400000,-2.469000e-02,-15.200000,
-2.468000e-02,4.400000,-2.468000e-02,-15.200000,
-2.467000e-02,4.400000,-2.467000e-02,-15.200000,
-2.466000e-02,4.400000,-2.466000e-02,-15.200000,
-2.465000e-02,4.400000,-2.465000e-02,-15.200000,
-2.464000e-02,4.400000,-2.464000e-02,-15.200000,
-2.463000e-02,4.400000,-2.463000e-02,-15.200000,
-2.462000e-02,4.400000,-2.462000e-02,-15.200000,
-2.461000e-02,4.400000,-2.461000e-02,-15.200000,
-2.460000e-02,4.400000,-2.460000e-02,-15.200000,
-2.459000e-02,4.400000,-2.459000e-02,-15.200000,
-2.458000e-02,4.400000,-2.458000e-02,-15.200000,
-2.457000e-02,4.400000,-2.457000e-02,-15.200000,
-2.456000e-02,4.400000,-2.456000e-02,-15.200000,
-2.455000e-02,4.400000,-2.455000e-02,-15.200000,
-2.454000e-02,4.400000,-2.454000e-02,-15.200000,
-2.453000e-02,4.400000,-2.453000e-02,-15.200000,
-2.452000e-02,4.400000,-2.452000e-02,-15.200000,
-2.451000e-02,4.400000,-2.451000e-02,-15.200000,
