1.973276062e+02	4.002320115e-03
1.975324097e+02	-5.922048585e-04
1.977372437e+02	5.096935201e-03
1.979420776e+02	9.079970769e-04
1.981469269e+02	7.231417112e-05
1.983517914e+02	6.862768787e-04
1.985566711e+02	-2.206965117e-03
1.987615662e+02	2.742865356e-03
1.989664612e+02	1.772096031e-03
1.991713867e+02	4.066836089e-03
1.993763123e+02	-1.466148882e-03
1.995812531e+02	-2.166602993e-03
1.997861938e+02	4.217492882e-03
1.999911652e+02	2.596355975e-03
2.001961517e+02	1.765912399e-03
2.004011383e+02	1.494569588e-03
2.006061401e+02	-1.027159626e-03
2.008111572e+02	3.599613905e-03
2.010161743e+02	5.958096008e-04
2.012212219e+02	1.461604377e-03
2.014262695e+02	2.452506498e-02
2.016313477e+02	5.115012638e-03
2.018364258e+02	6.191715132e-03
2.020415039e+02	-7.975486224e-04
2.022466125e+02	7.184487768e-04
2.024517365e+02	3.769494593e-03
2.026568604e+02	2.329837735e-04
2.028619995e+02	-1.524185063e-03
2.030671539e+02	4.851149395e-03
2.032723236e+02	3.723717527e-03
2.034774933e+02	4.017756786e-03
2.036826935e+02	6.947986782e-03
2.038878937e+02	1.592756249e-03
2.040931091e+02	2.058821963e-03
2.042983398e+02	4.569044337e-03
2.045035858e+02	9.036223637e-04
2.047088318e+02	2.866117051e-03
2.049141083e+02	-1.657970133e-03
2.051193848e+02	1.632588916e-03
2.053246765e+02	1.517793862e-04
2.055299835e+02	-2.351795993e-04
2.057352905e+02	1.869073720e-03
2.059406281e+02	1.213915064e-03
2.061459656e+02	2.929147100e-03
2.063513184e+02	4.569015466e-03
2.065566864e+02	5.939455004e-04
2.067620697e+02	2.009832999e-03
2.069674683e+02	1.988192089e-03
2.071728668e+02	5.398137029e-03
2.073782806e+02	4.508992191e-03
2.075837097e+02	2.638000995e-03
2.077891541e+02	-7.073070155e-04
2.079946136e+02	3.641469404e-03
2.082000732e+02	7.406817283e-03
2.084055634e+02	4.750817548e-03
2.086110535e+02	8.551782928e-03
2.088165588e+02	1.414705883e-03
2.090220795e+02	7.150384132e-03
2.092276001e+02	2.462052973e-03
2.094331512e+02	4.746343940e-03
2.096387024e+02	9.366332553e-03
2.098442688e+02	2.782671945e-03
2.100498505e+02	3.009422682e-03
2.102554474e+02	1.709493692e-03
2.104610443e+02	1.699535991e-03
2.106666718e+02	-1.187821734e-03
2.108722992e+02	2.062485320e-03
2.110779419e+02	4.654075950e-03
2.112835999e+02	-1.828621753e-04
2.114892578e+02	1.919968403e-03
2.116949463e+02	3.247136250e-03
2.119006348e+02	8.217092836e-04
2.121063385e+02	1.512482530e-03
2.123120575e+02	3.812336596e-03
2.125177917e+02	9.195590392e-03
2.127235260e+02	4.162190016e-04
2.129292908e+02	4.335958511e-03
2.131350555e+02	2.208638005e-03
2.133408356e+02	4.084952176e-03
2.135466309e+02	6.177910254e-04
2.137524261e+02	5.343739409e-03
2.139582520e+02	2.002115827e-03
2.141640778e+02	2.011288423e-03
2.143699188e+02	4.809226375e-04
2.145757751e+02	5.108717363e-03
2.147816467e+02	4.980615340e-03
2.149875336e+02	4.903235473e-03
2.151934204e+02	4.369947594e-03
2.153993225e+02	3.404023824e-03
2.156052399e+02	3.176314931e-04
2.158111725e+02	3.363309894e-03
2.160171204e+02	1.976577332e-03
2.162230682e+02	7.446436677e-03
2.164290466e+02	6.092523690e-04
2.166350250e+02	6.072336342e-03
2.168410187e+02	-9.021870210e-04
2.170470123e+02	1.265648752e-03
2.172530365e+02	8.793405257e-03
2.174590607e+02	5.729414988e-03
2.176651154e+02	7.914349437e-03
2.178711700e+02	-1.620423049e-03
2.180772247e+02	8.906366420e-04
2.182833099e+02	4.359751474e-03
2.184894104e+02	-4.722764425e-04
2.186955109e+02	4.046960268e-03
2.189016266e+02	1.098304871e-03
2.191077576e+02	9.826803580e-03
2.193139038e+02	-1.136445717e-04
2.195200500e+02	-1.527831540e-03
2.197262115e+02	2.418345539e-03
2.199324036e+02	6.756936666e-03
2.201385956e+02	1.952184364e-03
2.203448029e+02	2.214609180e-03
2.205510101e+02	1.761752763e-03
2.207572479e+02	2.147065243e-04
2.209634857e+02	1.494254568e-03
2.211697388e+02	3.084721742e-03
2.213760071e+02	1.512132352e-03
2.215822906e+02	7.822929882e-03
2.217885742e+02	4.377130885e-03
2.219948730e+02	3.082121257e-03
2.222012024e+02	3.153319703e-03
2.224075317e+02	3.190129297e-03
2.226138611e+02	1.437752391e-03
2.228202209e+02	5.795737728e-03
2.230265808e+02	3.127709031e-03
2.232329712e+02	5.218805745e-03
2.234393616e+02	2.635217039e-03
2.236457672e+02	7.193622179e-03
2.238521729e+02	-1.241935883e-03
2.240586090e+02	8.646774222e-04
2.242650452e+02	1.517438818e-06
2.244714966e+02	5.899951793e-03
2.246779633e+02	3.889739979e-03
2.248844452e+02	1.113206730e-03
2.250909424e+02	3.282618243e-03
2.252974396e+02	4.753428977e-03
2.255039520e+02	7.011849433e-03
2.257104797e+02	3.264272586e-03
2.259170227e+02	2.176042879e-03
2.261235809e+02	-8.755018935e-04
2.263301392e+02	4.543093499e-03
2.265367126e+02	6.640091073e-03
2.267433014e+02	3.114202758e-03
2.269499054e+02	2.991337329e-03
2.271565247e+02	-3.863743914e-04
2.273631592e+02	-3.113334242e-04
2.275697937e+02	1.324622775e-03
2.277764435e+02	-1.652972132e-04
2.279831085e+02	4.469179548e-03
2.281897888e+02	2.289051889e-03
2.283964691e+02	-2.741155331e-04
2.286031799e+02	1.077996683e-03
2.288098907e+02	2.954898635e-03
2.290166168e+02	-5.298253382e-04
2.292233582e+02	1.878403127e-03
2.294301147e+02	2.085512271e-03
2.296368713e+02	5.939126015e-03
2.298436432e+02	5.445894785e-03
2.300504303e+02	1.764685003e-04
2.302572327e+02	1.990592573e-03
2.304640503e+02	2.903599059e-03
2.306708679e+02	-4.956589692e-05
2.308777161e+02	4.427183885e-03
2.310845642e+02	5.957322428e-04
2.312914276e+02	-7.414527936e-04
2.314983063e+02	2.147333726e-04
2.317051849e+02	-3.867381020e-04
2.319120941e+02	1.385216136e-03
2.321190033e+02	2.893320518e-03
2.323259277e+02	1.242425060e-03
2.325328674e+02	3.510178300e-03
2.327398071e+02	1.279844088e-03
2.329467773e+02	-2.084895736e-03
2.331537476e+02	7.140345871e-03
2.333607330e+02	4.527674057e-03
2.335677338e+02	3.283568367e-04
2.337747498e+02	7.416043431e-03
2.339817657e+02	3.349993378e-03
2.341888123e+02	9.247134440e-04
2.343958588e+02	3.013224108e-03
2.346029205e+02	2.778635593e-03
2.348099823e+02	5.389555823e-03
2.350170746e+02	6.197436596e-04
2.352241669e+02	2.429585205e-03
2.354312897e+02	1.495763892e-03
2.356384125e+02	3.137367545e-03
2.358455353e+02	7.230456686e-04
2.360526886e+02	8.069067262e-03
2.362598419e+02	3.670966951e-03
2.364670258e+02	4.456126597e-03
2.366742096e+02	2.548799384e-03
2.368814087e+02	-3.573395952e-05
2.370886078e+02	3.989597317e-03
2.372958374e+02	1.780053251e-03
2.375030670e+02	-1.276947209e-03
2.377103119e+02	7.577256765e-04
2.379175720e+02	-4.941356019e-04
2.381248474e+02	1.817761949e-04
2.383321228e+02	9.405332967e-04
2.385394135e+02	7.135841995e-03
2.387467346e+02	-4.637464008e-04
2.389540558e+02	3.352693981e-03
2.391613770e+02	3.893113928e-03
2.393687286e+02	8.126765606e-04
2.395760803e+02	2.335473662e-03
2.397834473e+02	1.177193830e-03
2.399908295e+02	-3.631833242e-04
2.401982269e+02	1.892420696e-03
2.404056396e+02	2.361695748e-03
2.406130524e+02	4.980550613e-03
2.408204803e+02	2.356160665e-03
2.410279236e+02	3.502925159e-03
2.412353821e+02	3.554045921e-03
2.414428558e+02	3.208230482e-03
2.416503296e+02	1.673530671e-03
2.418578339e+02	4.378605634e-03
2.420653381e+02	9.888714412e-04
2.422728424e+02	2.411233960e-03
2.424803772e+02	7.764303009e-04
2.426879272e+02	6.634376943e-03
2.428954773e+02	2.997652162e-03
2.431030426e+02	1.786832698e-03
2.433106232e+02	-2.392716669e-05
2.435182190e+02	3.277381649e-03
2.437258148e+02	1.882824348e-03
2.439334259e+02	6.919295527e-03
2.441410675e+02	3.696857602e-04
2.443487091e+02	5.512731150e-03
2.445563507e+02	1.741341548e-03
2.447640228e+02	1.732007484e-03
2.449716949e+02	3.249542788e-03
2.451793823e+02	3.066153033e-03
2.453870850e+02	3.945665900e-03
2.455948029e+02	5.923964083e-03
2.458025360e+02	1.294077607e-03
2.460102692e+02	4.524411168e-03
2.462180176e+02	1.549090142e-03
2.464257813e+02	1.204562257e-03
2.466335602e+02	1.951131038e-03
2.468413544e+02	3.114855383e-03
2.470491486e+02	-3.313053094e-05
2.472569580e+02	4.209724721e-03
2.474647827e+02	7.712127175e-03
2.476726227e+02	4.568603472e-04
2.478804779e+02	1.825856860e-03
2.480883331e+02	3.128359793e-03
2.482962036e+02	-1.079460490e-03
2.485041046e+02	3.007563530e-03
2.487119904e+02	6.736394134e-04
2.489199066e+02	5.188842770e-03
2.491278229e+02	5.587732419e-03
2.493357697e+02	4.119624849e-03
2.495437164e+02	1.927834586e-03
2.497516785e+02	3.515671706e-03
2.499596405e+02	8.898251508e-06
2.501676331e+02	6.055156235e-03
2.503756256e+02	3.434966085e-03
2.505836334e+02	4.218590911e-03
2.507916565e+02	3.274066839e-03
2.509996948e+02	4.686379340e-03
2.512077332e+02	1.792274066e-03
2.514158020e+02	-4.826814984e-04
2.516238708e+02	-5.989870988e-04
2.518319550e+02	5.248280242e-03
2.520400391e+02	2.187911887e-03
2.522481537e+02	2.435171744e-03
2.524562683e+02	6.174486596e-03
2.526643982e+02	6.109321956e-03
2.528725433e+02	1.351345214e-03
2.530807037e+02	4.856043495e-03
2.532888794e+02	-1.181275118e-03
2.534970551e+02	2.411655383e-03
2.537052460e+02	3.160852939e-03
2.539134521e+02	3.022446763e-03
2.541216736e+02	2.285457449e-03
2.543298950e+02	2.269142540e-03
2.545381470e+02	4.704379477e-03
2.547463989e+02	-4.010582925e-04
2.549546661e+02	-4.838895111e-04
2.551629333e+02	6.394603755e-03
2.553712311e+02	-1.984743867e-04
2.555795288e+02	3.283058992e-03
2.557878571e+02	-8.871277678e-04
2.559961853e+02	4.527112178e-04
2.562045288e+02	4.946631845e-03
2.564128723e+02	2.542970236e-03
2.566212463e+02	8.720805054e-04
2.568296204e+02	3.556893440e-03
2.570379944e+02	5.361496471e-03
2.572463989e+02	1.442844397e-03
2.574548035e+02	-5.525578745e-04
2.576632385e+02	5.768284667e-03
2.578716736e+02	3.091647814e-04
2.580801392e+02	8.121930878e-04
2.582886047e+02	9.217007086e-03
2.584970703e+02	1.453045872e-03
2.587055359e+02	3.606434911e-03
2.589140625e+02	3.187853843e-03
2.591225586e+02	-2.755423542e-03
2.593310852e+02	3.755478887e-03
2.595396118e+02	3.101148177e-03
2.597481689e+02	1.038674149e-03
2.599567261e+02	2.341734478e-03
2.601653137e+02	2.434076509e-03
2.603738708e+02	4.986198153e-03
2.605824890e+02	3.719625296e-03
2.607910767e+02	5.495032528e-04
2.609996948e+02	7.491707336e-03
2.612083435e+02	5.935643334e-03
2.614169922e+02	1.317914459e-03
2.616256409e+02	1.062076772e-03
2.618343201e+02	9.809316834e-04
2.620429993e+02	1.357545261e-03
2.622516785e+02	9.340565884e-04
2.624603882e+02	1.047532423e-03
2.626691284e+02	5.191167351e-03
2.628778381e+02	1.951285871e-03
2.630865784e+02	-1.125433249e-03
2.632953491e+02	4.049190320e-04
2.635041199e+02	4.979396239e-03
2.637128906e+02	3.508869326e-03
2.639216919e+02	-4.317854473e-04
2.641304932e+02	-3.530942777e-04
2.643392944e+02	6.307642907e-03
2.645481262e+02	-1.250503585e-03
2.647569580e+02	1.169119845e-03
2.649658203e+02	2.463512123e-03
2.651746826e+02	8.509312756e-03
2.653835754e+02	3.625028534e-03
2.655924683e+02	5.011693109e-03
