Vernier Format 2
Lab_RT.cmbl 17/11/2023 16:42:19 ,
Latest
Time	Potential 1	Potential 2	Potential 3	Potential 4	R1	R2	R3	Temp	R1/R10	R2/R20	R3/R30
t	Pot 1	Pot 2	Pot 3	Pot 4	CC	CC	CC	CC	CC	CC	CC
s	V	V	V	V	Ω	Ω	Ω	K			
2150	0,410256	0,010989	0,630037	1,10134	41,0256	1,0989	0,630037	110,134	0,305177338729	0,175319081047	0,270402145923
2160	0,409035	0,010989	0,627595	1,0989	40,9035	1,0989	0,627595	109,89	0,30426907284	0,175319081047	0,269354077253
2170	0,407814	0,010989	0,626374	1,09768	40,7814	1,0989	0,626374	109,768	0,303360806951	0,175319081047	0,268830042918
2180	0,406593	0,010989	0,625153	1,09646	40,6593	1,0989	0,625153	109,646	0,302452541062	0,175319081047	0,268306008584
2190	0,406593	0,010989	0,62149	1,09402	40,6593	1,0989	0,62149	109,402	0,302452541062	0,175319081047	0,266733905579
2200	0,405372	0,010989	0,620269	1,0928	40,5372	1,0989	0,620269	109,28	0,301544275173	0,175319081047	0,266209871245
2210	0,404151	0,010989	0,617827	1,09158	40,4151	1,0989	0,617827	109,158	0,300636009284	0,175319081047	0,265161802575
2220	0,40293	0,010989	0,616606	1,08913	40,293	1,0989	0,616606	108,913	0,299727743394	0,175319081047	0,26463776824
2230	0,401709	0,00976801	0,614164	1,08669	40,1709	0,976801	0,614164	108,669	0,298819477505	0,155839342693	0,263589699571
2240	0,400488	0,010989	0,612943	1,08547	40,0488	1,0989	0,612943	108,547	0,297911211616	0,175319081047	0,263065665236
2250	0,400488	0,00976801	0,611722	1,08303	40,0488	0,976801	0,611722	108,303	0,297911211616	0,155839342693	0,262541630901
2260	0,399267	0,010989	0,60928	1,08181	39,9267	1,0989	0,60928	108,181	0,297002945727	0,175319081047	0,261493562232
2270	0,398046	0,00976801	0,608059	1,08059	39,8046	0,976801	0,608059	108,059	0,296094679838	0,155839342693	0,260969527897
2280	0,396825	0,00976801	0,605617	1,07937	39,6825	0,976801	0,605617	107,937	0,295186413949	0,155839342693	0,259921459227
2290	0,395604	0,00976801	0,604396	1,07692	39,5604	0,976801	0,604396	107,692	0,29427814806	0,155839342693	0,259397424893
2300	0,395604	0,00976801	0,603175	1,07692	39,5604	0,976801	0,603175	107,692	0,29427814806	0,155839342693	0,258873390558
2310	0,394383	0,00976801	0,601954	1,0757	39,4383	0,976801	0,601954	107,57	0,293369882171	0,155839342693	0,258349356223
2320	0,394383	0,010989	0,600733	1,07326	39,4383	1,0989	0,600733	107,326	0,293369882171	0,175319081047	0,257825321888
2330	0,393162	0,00976801	0,598291	1,07326	39,3162	0,976801	0,598291	107,326	0,292461616282	0,155839342693	0,256777253219
2340	0,391941	0,00976801	0,598291	1,07204	39,1941	0,976801	0,598291	107,204	0,291553350393	0,155839342693	0,256777253219
2350	0,391941	0,00976801	0,595849	1,07082	39,1941	0,976801	0,595849	107,082	0,291553350393	0,155839342693	0,255729184549
2360	0,39072	0,00976801	0,595849	1,0696	39,072	0,976801	0,595849	106,96	0,290645084504	0,155839342693	0,255729184549
2370	0,39072	0,00976801	0,593407	1,06838	39,072	0,976801	0,593407	106,838	0,290645084504	0,155839342693	0,25468111588
2380	0,389499	0,00976801	0,592186	1,06716	38,9499	0,976801	0,592186	106,716	0,289736818615	0,155839342693	0,254157081545
2390	0,388278	0,00976801	0,590965	1,06593	38,8278	0,976801	0,590965	106,593	0,288828552726	0,155839342693	0,25363304721
2400	0,388278	0,00976801	0,589744	1,06593	38,8278	0,976801	0,589744	106,593	0,288828552726	0,155839342693	0,253109012876
2410	0,387057	0,00976801	0,588523	1,06471	38,7057	0,976801	0,588523	106,471	0,287920286836	0,155839342693	0,252584978541
2420	0,406593	0,00732601	0,60928	1,06471	40,6593	0,732601	0,60928	106,471	0,302452541062	0,116879546905	0,261493562232
2430	0,465201	0,00488401	0,647131	1,07814	46,5201	0,488401	0,647131	107,814	0,346049303737	0,0779197511168	0,277738626609
2440	0,514042	0,00488401	0,677656	1,0989	51,4042	0,488401	0,677656	109,89	0,382380683171	0,0779197511168	0,290839484979
2450	0,526252	0,00610501	0,688645	1,11844	52,6252	0,610501	0,688645	111,844	0,391463342061	0,0973996490108	0,295555793991
2460	0,520147	0,00854701	0,69475	1,13431	52,0147	0,854701	0,69475	113,431	0,386922012616	0,136359444799	0,298175965665
2470	0,504274	0,00976801	0,698413	1,14164	50,4274	0,976801	0,698413	114,164	0,375114556058	0,155839342693	0,29974806867
2480	0,489621	0,00976801	0,698413	1,1453	48,9621	0,976801	0,698413	114,53	0,364214621519	0,155839342693	0,29974806867
2490	0,479853	0,010989	0,702076	1,14652	47,9853	1,0989	0,702076	114,652	0,356948494406	0,175319081047	0,301320171674
2500	0,472527	0,010989	0,705739	1,14896	47,2527	1,0989	0,705739	114,896	0,351498899072	0,175319081047	0,302892274678
2510	0,468864	0,010989	0,710623	1,15263	46,8864	1,0989	0,710623	115,263	0,348774101404	0,175319081047	0,304988412017
2520	0,468864	0,010989	0,716728	1,15751	46,8864	1,0989	0,716728	115,751	0,348774101404	0,175319081047	0,307608583691
2530	0,471306	0,010989	0,726496	1,16361	47,1306	1,0989	0,726496	116,361	0,350590633183	0,175319081047	0,311800858369
2540	0,474969	0,01221	0,735043	1,1685	47,4969	1,221	0,735043	116,85	0,35331543085	0,194798978941	0,315469098712
2550	0,478632	0,01221	0,746032	1,17827	47,8632	1,221	0,746032	117,827	0,356040228517	0,194798978941	0,320185407725
2560	0,484737	0,01221	0,7558	1,18559	48,4737	1,221	0,7558	118,559	0,360581557962	0,194798978941	0,324377682403
2570	0,490842	0,01221	0,76801	1,19536	49,0842	1,221	0,76801	119,536	0,365122887408	0,194798978941	0,329618025751
2580	0,498168	0,01221	0,778999	1,20513	49,8168	1,221	0,778999	120,513	0,370572482742	0,194798978941	0,334334334764
2590	0,505495	0,013431	0,79243	1,2149	50,5495	1,3431	0,79243	121,49	0,376022821947	0,214278876835	0,340098712446
2600	0,512821	0,01221	0,805861	1,22589	51,2821	1,221	0,805861	122,589	0,381472417282	0,194798978941	0,345863090129
2610	0,521368	0,013431	0,819292	1,23687	52,1368	1,3431	0,819292	123,687	0,387830278505	0,214278876835	0,351627467811
2620	0,529915	0,013431	0,832723	1,24908	52,9915	1,3431	0,832723	124,908	0,394188139729	0,214278876835	0,357391845494
2630	0,538462	0,014652	0,848596	1,26129	53,8462	1,4652	0,848596	126,129	0,400546000952	0,233758774729	0,364204291845
2640	0,547009	0,014652	0,863248	1,2735	54,7009	1,4652	0,863248	127,35	0,406903862176	0,233758774729	0,370492703863
2650	0,557998	0,014652	0,876679	1,28694	55,7998	1,4652	0,876679	128,694	0,415078255177	0,233758774729	0,376257081545
2660	0,566545	0,014652	0,892552	1,30159	56,6545	1,4652	0,892552	130,159	0,421436116401	0,233758774729	0,383069527897
2670	0,577534	0,015873	0,907204	1,31502	57,7534	1,5873	0,907204	131,502	0,429610509403	0,253238672623	0,389357939914
2680	0,587302	0,015873	0,923077	1,32967	58,7302	1,5873	0,923077	132,967	0,436876636515	0,253238672623	0,396170386266
2690	0,598291	0,015873	0,940171	1,34432	59,8291	1,5873	0,940171	134,432	0,445051029517	0,253238672623	0,403506866953
2700	0,60928	0,015873	0,956044	1,3602	60,928	1,5873	0,956044	136,02	0,453225422518	0,253238672623	0,410319313305
2710	0,62149	0,017094	0,971917	1,37607	62,149	1,7094	0,971917	137,607	0,462308081409	0,272718570517	0,417131759657
2720	0,632479	0,017094	0,989011	1,39072	63,2479	1,7094	0,989011	139,072	0,470482474411	0,272718570517	0,424468240343
2730	0,644689	0,017094	1,00488	1,40659	64,4689	1,7094	1,00488	140,659	0,479565133302	0,272718570517	0,431278969957
2740	0,655678	0,018315	1,02442	1,42369	65,5678	1,8315	1,02442	142,369	0,487739526303	0,292198468411	0,439665236052
2750	0,669109	0,018315	1,04029	1,44078	66,9109	1,8315	1,04029	144,078	0,497730451083	0,292198468411	0,44647639485
2760	0,680098	0,018315	1,05739	1,45788	68,0098	1,8315	1,05739	145,788	0,505904844085	0,292198468411	0,453815450644
2770	0,693529	0,019536	1,07448	1,47619	69,3529	1,9536	1,07448	147,619	0,515895768865	0,311678366305	0,461150214592
2780	0,705739	0,019536	1,09158	1,49328	70,5739	1,9536	1,09158	149,328	0,524978427755	0,311678366305	0,468489270386
2790	0,71917	0,020757	1,10989	1,51038	71,917	2,0757	1,10989	151,038	0,534969352535	0,331158264199	0,476347639485
2800	0,732601	0,020757	1,12821	1,52869	73,2601	2,0757	1,12821	152,869	0,544960277315	0,331158264199	0,484210300429
2810	0,746032	0,020757	1,1453	1,54701	74,6032	2,0757	1,1453	154,701	0,554951202095	0,331158264199	0,491545064378
2820	0,759463	0,020757	1,16239	1,56532	75,9463	2,0757	1,16239	156,532	0,564942126875	0,331158264199	0,498879828326
2830	0,772894	0,021978	1,17949	1,58364	77,2894	2,1978	1,17949	158,364	0,574933051654	0,350638162093	0,50621888412
2840	0,786325	0,021978	1,1978	1,60317	78,6325	2,1978	1,1978	160,317	0,584923976434	0,350638162093	0,514077253219
2850	0,800977	0,023199	1,21612	1,61905	80,0977	2,3199	1,21612	161,905	0,595823167103	0,370118059987	0,521939914163
2860	0,815629	0,02442	1,23321	1,63858	81,5629	2,442	1,23321	163,858	0,606722357772	0,389597957881	0,529274678112
2870	0,82906	0,02442	1,25153	1,65812	82,906	2,442	1,25153	165,812	0,616713282552	0,389597957881	0,537137339056
2880	0,843712	0,02442	1,26862	1,67766	84,3712	2,442	1,26862	167,766	0,627612473221	0,389597957881	0,544472103004
2890	0,858364	0,025641	1,28571	1,69475	85,8364	2,5641	1,28571	169,475	0,63851166389	0,409077855775	0,551806866953
2900	0,873016	0,025641	1,30403	1,71551	87,3016	2,5641	1,30403	171,551	0,649410854558	0,409077855775	0,559669527897
2910	0,886447	0,025641	1,32112	1,73382	88,6447	2,5641	1,32112	173,382	0,659401779338	0,409077855775	0,567004291845
2920	0,901099	0,026862	1,33822	1,75458	90,1099	2,6862	1,33822	175,458	0,670300970007	0,428557753669	0,574343347639
2930	0,916972	0,026862	1,35653	1,77167	91,6972	2,6862	1,35653	177,167	0,682108426565	0,428557753669	0,582201716738
2940	0,930403	0,028083	1,37363	1,79121	93,0403	2,8083	1,37363	179,121	0,692099351345	0,448037651563	0,589540772532
2950	0,946276	0,028083	1,3895	1,81074	94,6276	2,8083	1,3895	181,074	0,703906807903	0,448037651563	0,59635193133
2960	0,962149	0,028083	1,41148	1,83028	96,2149	2,8083	1,41148	183,028	0,715714264461	0,448037651563	0,605785407725
2970	0,976801	0,028083	1,42491	1,8486	97,6801	2,8083	1,42491	184,86	0,72661345513	0,448037651563	0,611549356223
2980	0,991453	0,029304	1,44322	1,86935	99,1453	2,9304	1,44322	186,935	0,737512645799	0,467517549458	0,619407725322
2990	1,00733	0,030525	1,46032	1,88767	100,733	3,0525	1,46032	188,767	0,749323077839	0,486997447352	0,626746781116
3000	1,02198	0,030525	1,47741	1,90842	102,198	3,0525	1,47741	190,842	0,760220780766	0,486997447352	0,634081545064
3010	1,03785	0,030525	1,49573	1,92796	103,785	3,0525	1,49573	192,796	0,772026005713	0,486997447352	0,641944206009
3020	1,05372	0,030525	1,51038	1,9475	105,372	3,0525	1,51038	194,75	0,783831230659	0,486997447352	0,648231759657
3030	1,06838	0,031746	1,52869	1,96581	106,838	3,1746	1,52869	196,581	0,794736372292	0,506477345246	0,656090128755
3040	1,08425	0,031746	1,54457	1,98413	108,425	3,1746	1,54457	198,413	0,806541597239	0,506477345246	0,662905579399
3050	1,10012	0,032967	1,56166	2,00488	110,012	3,2967	1,56166	200,488	0,818346822185	0,52595724314	0,670240343348
3060	1,116	0,034188	1,57753	2,02442	111,6	3,4188	1,57753	202,442	0,830159485837	0,545437141034	0,677051502146
3070	1,13065	0,034188	1,59463	2,04274	113,065	3,4188	1,59463	204,274	0,841057188765	0,545437141034	0,68439055794
3080	1,14652	0,034188	1,60928	2,06227	114,652	3,4188	1,60928	206,227	0,852862413711	0,545437141034	0,690678111588
3090	1,16239	0,035409	1,62759	2,08059	116,239	3,5409	1,62759	208,059	0,864667638657	0,564917038928	0,698536480687
3100	1,17827	0,035409	1,64103	2,10134	117,827	3,5409	1,64103	210,134	0,876480302309	0,564917038928	0,70430472103
3110	1,19414	0,03663	1,66056	2,11966	119,414	3,663	1,66056	211,966	0,888285527255	0,584396936822	0,712686695279
3120	1,21001	0,037851	1,67643	2,13797	121,001	3,7851	1,67643	213,797	0,900090752202	0,603876834716	0,719497854077
3130	1,22589	0,037851	1,69231	2,15873	122,589	3,7851	1,69231	215,873	0,911903415853	0,603876834716	0,726313304721
3140	1,24176	0,037851	1,70696	2,17582	124,176	3,7851	1,70696	217,582	0,9237086408	0,603876834716	0,732600858369
3150	1,25641	0,039072	1,72405	2,19536	125,641	3,9072	1,72405	219,536	0,934606343728	0,62335673261	0,739935622318
3160	1,27228	0,039072	1,73871	2,21612	127,228	3,9072	1,73871	221,612	0,946411568674	0,62335673261	0,746227467811
3170	1,28816	0,039072	1,7558	2,23321	128,816	3,9072	1,7558	223,321	0,958224232326	0,62335673261	0,75356223176
3180	1,30403	0,040293	1,77045	2,25153	130,403	4,0293	1,77045	225,153	0,970029457272	0,642836630504	0,759849785408
3190	1,3199	0,040293	1,78877	2,26984	131,99	4,0293	1,78877	226,984	0,981834682219	0,642836630504	0,767712446352
3200	1,33578	0,041514	1,80098	2,2906	133,578	4,1514	1,80098	229,06	0,99364734587	0,662316528398	0,7729527897
3210	1,35165	0,041514	1,81685	2,30891	135,165	4,1514	1,81685	230,891	1,00545257082	0,662316528398	0,779763948498
3220	1,36752	0,042735	1,83272	2,32601	136,752	4,2735	1,83272	232,601	1,01725779576	0,681796426292	0,786575107296
3230	1,38339	0,042735	1,8486	2,34432	138,339	4,2735	1,8486	234,432	1,02906302071	0,681796426292	0,79339055794
3240	1,39805	0,043956	1,86325	2,36386	139,805	4,3956	1,86325	236,386	1,03996816234	0,701276324186	0,799678111588
3250	1,41392	0,043956	1,8779	2,38217	141,392	4,3956	1,8779	238,217	1,05177338729	0,701276324186	0,805965665236
3260	1,42979	0,045177	1,89377	2,40049	142,979	4,5177	1,89377	240,049	1,06357861224	0,72075622208	0,812776824034
3270	1,44444	0,045177	1,90598	2,41758	144,444	4,5177	1,90598	241,758	1,07447631516	0,72075622208	0,818017167382
3280	1,46032	0,045177	1,9243	2,43468	146,032	4,5177	1,9243	243,468	1,08628897881	0,72075622208	0,825879828326
3290	1,47375	0,046398	1,93773	2,45299	147,375	4,6398	1,93773	245,299	1,09627915972	0,740236119974	0,831643776824
3300	1,48962	0,046398	1,94994	2,47009	148,962	4,6398	1,94994	247,009	1,10808438467	0,740236119974	0,836884120172
3310	1,50427	0,046398	1,96581	2,48962	150,427	4,6398	1,96581	248,962	1,1189820876	0,740236119974	0,84369527897
3320	1,51893	0,047619	1,98046	2,50672	151,893	4,7619	1,98046	250,672	1,12988722923	0,759716017869	0,849982832618
3330	1,53236	0,04884	1,99267	2,52259	153,236	4,884	1,99267	252,259	1,13987741014	0,779195915763	0,855223175966
3340	1,54579	0,04884	2,0061	2,54212	154,579	4,884	2,0061	254,212	1,14986759105	0,779195915763	0,860987124464
3350	1,55922	0,04884	2,02076	2,55922	155,922	4,884	2,02076	255,922	1,15985777196	0,779195915763	0,867278969957
3360	1,57265	0,0500611	2,03663	2,57509	157,265	5,00611	2,03663	257,509	1,16984795287	0,798677409062	0,874090128755
3370	1,58486	0,0500611	2,05128	2,59219	158,486	5,00611	2,05128	259,219	1,17893061176	0,798677409062	0,880377682403
3380	1,59707	0,0500611	2,06349	2,6105	159,707	5,00611	2,06349	261,05	1,18801327065	0,798677409062	0,885618025751
3390	1,60806	0,0512821	2,07692	2,62637	160,806	5,12821	2,07692	262,637	1,19618840752	0,818157306956	0,891381974249
3400	1,61783	0,0525031	2,09402	2,64469	161,783	5,25031	2,09402	264,469	1,20345602238	0,83763720485	0,898721030043
3410	1,62759	0,0525031	2,10379	2,66178	162,759	5,25031	2,10379	266,178	1,21071619852	0,83763720485	0,90291416309
3420	1,63492	0,0537241	2,11722	2,67766	163,492	5,37241	2,11722	267,766	1,21616876934	0,857117102744	0,908678111588
3430	1,64225	0,0537241	2,12821	2,69475	164,225	5,37241	2,12821	269,475	1,22162134016	0,857117102744	0,913394849785
3440	1,64713	0,0537241	2,14408	2,71184	164,713	5,37241	2,14408	271,184	1,22525142823	0,857117102744	0,920206008584
3450	1,65079	0,0549451	2,15751	2,7265	165,079	5,49451	2,15751	272,65	1,22797399429	0,876597000638	0,925969957082
3460	1,65324	0,0549451	2,16972	2,74481	165,324	5,49451	2,16972	274,481	1,22979647703	0,876597000638	0,931210300429
3470	1,65324	0,0561661	2,18193	2,75946	165,324	5,61661	2,18193	275,946	1,22979647703	0,896076898532	0,936450643777
3480	1,65079	0,0561661	2,19536	2,77778	165,079	5,61661	2,19536	277,778	1,22797399429	0,896076898532	0,942214592275
3490	1,64469	0,0561661	2,20757	2,79243	164,469	5,61661	2,20757	279,243	1,22343638419	0,896076898532	0,947454935622
3500	1,63736	0,0573871	2,221	2,8083	163,736	5,73871	2,221	280,83	1,21798381338	0,915556796426	0,95321888412
3510	1,62759	0,0573871	2,23199	2,8254	162,759	5,73871	2,23199	282,54	1,21071619852	0,915556796426	0,957935622318
3520	1,61416	0,0573871	2,2442	2,84249	161,416	5,73871	2,2442	284,249	1,20072601761	0,915556796426	0,963175965665
3530	1,59707	0,0586081	2,25763	2,85836	159,707	5,86081	2,25763	285,836	1,18801327065	0,93503669432	0,968939914163
3540	1,57753	0,0586081	2,26984	2,87302	157,753	5,86081	2,26984	287,302	1,17347804094	0,93503669432	0,974180257511
3550	1,55678	0,0598291	2,28205	2,88767	155,678	5,98291	2,28205	288,767	1,15804272792	0,954516592214	0,979420600858
3560	1,53114	0,0598291	2,29426	2,90354	153,114	5,98291	2,29426	290,354	1,13896988812	0,954516592214	0,984660944206
3570	1,50427	0,0610501	2,30403	2,92063	150,427	6,10501	2,30403	292,063	1,1189820876	0,973996490108	0,988854077253
3580	1,47497	0,0610501	2,31624	2,93529	147,497	6,10501	2,31624	293,529	1,09718668174	0,973996490108	0,994094420601
3590	1,44444	0,0622711	2,32845	2,94872	144,444	6,22711	2,32845	294,872	1,07447631516	0,993476388003	0,999334763948
3600	1,41026	0,0622711	2,33944	2,96459	141,026	6,22711	2,33944	296,459	1,04905082123	0,993476388003	1,00405150215
3610	1,37607	0,0622711	2,35165	2,98169	137,607	6,22711	2,35165	298,169	1,0236178886	0,993476388003	1,00929184549
3620	1,33944	0,0634921	2,36142	2,99512	133,944	6,34921	2,36142	299,512	0,996369911926	1,0129562859	1,01348497854
3630	1,29915	0,0634921	2,37485	3,00977	129,915	6,34921	2,37485	300,977	0,966399369198	1,0129562859	1,01924892704
3640	1,25641	0,0634921	2,38584	3,0232	125,641	6,34921	2,38584	302,32	0,934606343728	1,0129562859	1,02396566524
3650	1,2149	0,0647131	2,39805	3,03907	121,49	6,47131	2,39805	303,907	0,903728278981	1,03243618379	1,02920600858
3660	1,17216	0,0647131	2,40904	3,05372	117,216	6,47131	2,40904	305,372	0,871935253511	1,03243618379	1,03392274678
3670	1,13065	0,0647131	2,42002	3,06838	113,065	6,47131	2,42002	306,838	0,841057188765	1,03243618379	1,03863519313
3680	1,09035	0,0647131	2,43101	3,08303	109,035	6,47131	2,43101	308,303	0,811079207332	1,03243618379	1,04335193133
3690	1,04884	0,0659341	2,442	3,09768	104,884	6,59341	2,442	309,768	0,780201142585	1,05191608168	1,04806866953
3700	1,00855	0,0659341	2,45299	3,11111	100,855	6,59341	2,45299	311,111	0,750230599857	1,05191608168	1,05278540773
3710	0,969475	0,0671551	2,46398	3,12454	96,9475	6,71551	2,46398	312,454	0,721163859795	1,07139597958	1,05750214592
3720	0,930403	0,0671551	2,47619	3,13919	93,0403	6,71551	2,47619	313,919	0,692099351345	1,07139597958	1,06274248927
3730	0,893773	0,0683761	2,48718	3,15263	89,3773	6,83761	2,48718	315,263	0,664851374673	1,09087587747	1,06745922747
3740	0,857143	0,0683761	2,49573	3,16728	85,7143	6,83761	2,49573	316,728	0,637603398	1,09087587747	1,07112875536
3750	0,822955	0,0683761	2,50672	3,18071	82,2955	6,83761	2,50672	318,071	0,612171953106	1,09087587747	1,07584549356
3760	0,788767	0,0695971	2,51893	3,19536	78,8767	6,95971	2,51893	319,536	0,586740508212	1,11035577537	1,08108583691
3770	0,758242	0,0695971	2,52503	3,20879	75,8242	6,95971	2,52503	320,879	0,564033860985	1,11035577537	1,08370386266
3780	0,726496	0,0708181	2,53724	3,22222	72,6496	7,08181	2,53724	322,222	0,54041894787	1,12983567326	1,08894420601
3790	0,697192	0,0708181	2,54945	3,23687	69,7192	7,08181	2,54945	323,687	0,518620566532	1,12983567326	1,09418454936
3800	0,667888	0,0708181	2,55922	3,24908	66,7888	7,08181	2,55922	324,908	0,496822185194	1,12983567326	1,0983776824
3810	0,641026	0,0708181	2,56899	3,26252	64,1026	7,08181	2,56899	326,252	0,476840335634	1,12983567326	1,10257081545
3820	0,615385	0,0720391	2,57753	3,27839	61,5385	7,20391	2,57753	327,839	0,457766751964	1,14931557116	1,1062360515
3830	0,590965	0,0720391	2,58852	3,2906	59,0965	7,20391	2,58852	329,06	0,439601434182	1,14931557116	1,1109527897
3840	0,566545	0,0720391	2,59829	3,30403	56,6545	7,20391	2,59829	330,403	0,421436116401	1,14931557116	1,11514592275
3850	0,544567	0,0732601	2,60684	3,31624	54,4567	7,32601	2,60684	331,624	0,405087330398	1,16879546905	1,11881545064
3860	0,522589	0,0732601	2,62271	3,32967	52,2589	7,32601	2,62271	332,967	0,388738544394	1,16879546905	1,12562660944
3870	0,503053	0,0744811	2,62637	3,3431	50,3053	7,44811	2,62637	334,31	0,374206290169	1,18827536694	1,12719742489
3880	0,482295	0,0744811	2,63736	3,35653	48,2295	7,44811	2,63736	335,653	0,358765026184	1,18827536694	1,13191416309
3890	0,46398	0,0757021	2,64835	3,36996	46,398	7,57021	2,64835	336,996	0,345141037848	1,20775526484	1,13663090129
3900	0,445665	0,0757021	2,65812	3,38095	44,5665	7,57021	2,65812	338,095	0,331517049512	1,20775526484	1,14082403433
3910	0,428571	0,0757021	2,66545	3,39438	42,8571	7,57021	2,66545	339,438	0,318801327065	1,20775526484	1,14396995708
3920	0,412698	0,0769231	2,67521	3,40781	41,2698	7,69231	2,67521	340,781	0,306993870507	1,22723516273	1,14815879828
3930	0,396825	0,0769231	2,68376	3,42002	39,6825	7,69231	2,68376	342,002	0,295186413949	1,22723516273	1,15182832618
3940	0,382173	0,0781441	2,69597	3,43346	38,2173	7,81441	2,69597	343,346	0,28428722328	1,24671506063	1,15706866953
3950	0,367521	0,0781441	2,7033	3,44444	36,7521	7,81441	2,7033	344,444	0,273388032611	1,24671506063	1,16021459227
3960	0,35409	0,0781441	2,71306	3,45788	35,409	7,81441	2,71306	345,788	0,263397107831	1,24671506063	1,16440343348
3970	0,34188	0,0781441	2,72161	3,47009	34,188	7,81441	2,72161	347,009	0,254314448941	1,24671506063	1,16807296137
3980	0,32967	0,0793651	2,7326	3,48107	32,967	7,93651	2,7326	348,107	0,24523179005	1,26619495852	1,17278969957
3990	0,31746	0,0793651	2,74115	3,49328	31,746	7,93651	2,74115	349,328	0,236149131159	1,26619495852	1,17645922747
4000	0,306471	0,0793651	2,74847	3,50672	30,6471	7,93651	2,74847	350,672	0,227974738158	1,26619495852	1,17960085837
4010	0,295482	0,0793651	2,75824	3,51893	29,5482	7,93651	2,75824	351,893	0,219800345156	1,26619495852	1,18379399142
4020	0,285714	0,0805861	2,76679	3,52991	28,5714	8,05861	2,76679	352,991	0,212534218043	1,28567485641	1,18746351931
4030	0,275946	0,0818071	2,77534	3,54212	27,5946	8,18071	2,77534	354,212	0,205268090931	1,30515475431	1,19113304721
4040	0,266178	0,0805861	2,78388	3,55311	26,6178	8,05861	2,78388	355,311	0,198001963818	1,28567485641	1,19479828326
4050	0,25641	0,0818071	2,79365	3,56532	25,641	8,18071	2,79365	356,532	0,190735836706	1,30515475431	1,19899141631
4060	0,247863	0,0830281	2,8022	3,57631	24,7863	8,30281	2,8022	357,631	0,184377975482	1,3246346522	1,20266094421
4070	0,239316	0,0830281	2,81075	3,58852	23,9316	8,30281	2,81075	358,852	0,178020114259	1,3246346522	1,2063304721
4080	0,23199	0,0830281	2,81929	3,60073	23,199	8,30281	2,81929	360,073	0,172570518924	1,3246346522	1,20999570815
4090	0,224664	0,0830281	2,8254	3,61172	22,4664	8,30281	2,8254	361,172	0,16712092359	1,3246346522	1,21261802575
4100	0,217338	0,0842491	2,83639	3,62393	21,7338	8,42491	2,83639	362,393	0,161671328255	1,3441145501	1,21733476395
4110	0,211233	0,0842491	2,84249	3,63492	21,1233	8,42491	2,84249	363,492	0,15712999881	1,3441145501	1,2199527897
4120	0,203907	0,0842491	2,85348	3,64713	20,3907	8,42491	2,85348	364,713	0,151680403475	1,3441145501	1,2246695279
4130	0,197802	0,0842491	2,85959	3,6569	19,7802	8,42491	2,85959	365,69	0,14713907403	1,3441145501	1,22729184549
4140	0,191697	0,0854701	2,86813	3,66911	19,1697	8,54701	2,86813	366,911	0,142597744585	1,36359444799	1,23095708155
4150	0,185592	0,0854701	2,87668	3,6801	18,5592	8,54701	2,87668	368,01	0,138056415139	1,36359444799	1,23462660944
4160	0,179487	0,0866911	2,88645	3,69109	17,9487	8,66911	2,88645	369,109	0,133515085694	1,38307434588	1,23881974249
4170	0,174603	0,0866911	2,89133	3,70208	17,4603	8,66911	2,89133	370,208	0,129882022138	1,38307434588	1,24091416309
4180	0,169719	0,0879121	2,90354	3,71306	16,9719	8,79121	2,90354	371,306	0,126248958581	1,40255424378	1,24615450644
4190	0,164835	0,0866911	2,91209	3,72405	16,4835	8,66911	2,91209	372,405	0,122615895025	1,38307434588	1,24982403433
4200	0,159951	0,0879121	2,91941	3,73382	15,9951	8,79121	2,91941	373,382	0,118982831469	1,40255424378	1,25296566524
4210	0,155067	0,0879121	2,9243	3,74481	15,5067	8,79121	2,9243	374,481	0,115349767912	1,40255424378	1,25506437768
4220	0,151404	0,0879121	2,93285	3,75458	15,1404	8,79121	2,93285	375,458	0,112624970245	1,40255424378	1,25873390558
4230	0,14652	0,0891331	2,94139	3,76557	14,652	8,91331	2,94139	376,557	0,108991906689	1,42203414167	1,26239914163
4240	0,141636	0,0891331	2,94872	3,77778	14,1636	8,91331	2,94872	377,778	0,105358843133	1,42203414167	1,26554506438
4250	0,139194	0,0903541	2,95727	3,78632	13,9194	9,03541	2,95727	378,632	0,103542311354	1,44151403957	1,26921459227
4260	0,13431	0,0891331	2,96337	3,79731	13,431	8,91331	2,96337	379,731	0,0999092477981	1,42203414167	1,27183261803
4270	0,130647	0,0903541	2,9707	3,80708	13,0647	9,03541	2,9707	380,708	0,0971844501309	1,44151403957	1,27497854077
4280	0,128205	0,0915751	2,97924	3,81807	12,8205	9,15751	2,97924	381,807	0,0953679183528	1,46099393746	1,27864377682
4290	0,124542	0,0915751	2,98779	3,82906	12,4542	9,15751	2,98779	382,906	0,0926431206856	1,46099393746	1,28231330472
4300	0,120879	0,0915751	2,99756	3,83883	12,0879	9,15751	2,99756	383,883	0,0899183230183	1,46099393746	1,28650643777
4310	0,118437	0,0915751	3,00122	3,8486	11,8437	9,15751	3,00122	384,86	0,0881017912402	1,46099393746	1,28807725322
4320	0,114774	0,0927961	3,00855	3,85836	11,4774	9,27961	3,00855	385,836	0,085376993573	1,48047383535	1,29122317597
4330	0,112332	0,0927961	3,01465	3,87057	11,2332	9,27961	3,01465	387,057	0,0835604617948	1,48047383535	1,29384120172
